Table1_ID,Table1_Name,Table2_ID_Match,Table2_Name_Match,Match_Method,Fuzzy_Score,LLM_Score
1631811,"Prassas Capital, LLC",57780.0,PRASSAS CAPITAL INC,LLM Refined Fuzzy,89.0,0.9
1631813,JLT Capital Partners LLC,59285.0,ZAC CAPITAL PARTNERS LLC,LLM Refined Fuzzy,83.0,0.8
1631817,"Frontera Consultants RGV, LLC",,,No Match,,
1631862,"SW DESIGN BUILD, INC.",,,No Match,,
1631898,Becker Capital & Finance LLC,68997.0,BECKER CAPITAL AND FINANCE LLC,LLM Refined Fuzzy,93.0,1.0
1631919,"MPSCHAEFER, LLC",,,No Match,,
1631933,"Johnson Research Group, Inc.",57737.0,JOHNSON RESEARCH GROUP,LLM Refined Fuzzy,92.0,0.98
1631934,Financing Ideas Inc,63520.0,FINANCING IDEAS INC,LLM Refined Fuzzy,100.0,1.0
1631974,K2 Financial LLC,52178.0,C2 FINANCIAL LLC,LLM Refined Fuzzy,81.0,0.9
1631977,SOA Financial,75019.0,SWAP FINANCIAL,LLM Refined Fuzzy,89.0,0.85
1632048,"G-Entry Principle, P.C.",70888.0,G ENTRY PRINCIPLE PC,LLM Refined Fuzzy,93.0,0.98
1632087,"Public Finance & Energy Advisors, LLC",66730.0,PUBLIC FINANCE AND ENERGY ADVISORS LLC,LLM Refined Fuzzy,94.0,1.0
1632117,Garffer Jerome L,,,No Match,,
1632132,"Charter Municipal Advisory Group, LLC",68741.0,CHARTER MUNICIPAL ADVISORY GROUP LLC,LLM Refined Fuzzy,100.0,1.0
1632133,Risk Overaly Associates LLC,,,No Match,,
1632133,Risk Overlay Associates LLC,,,No Match,,
1632539,"Total Compensation Group Investment Advisory Services, LP",,,No Match,,
1632667,Public Finance Group LLC,51727.0,PUBLIC FINANCE GROUP LLC,LLM Refined Fuzzy,100.0,1.0
1632870,Laird Thomas Edward,,,No Match,,
1632870,Laird Thomas,,,No Match,,
1632930,Brock Steven Kyle,,,No Match,,
1633760,"CLB Porter, LLC",66676.0,CLB PORTER LLC,LLM Refined Fuzzy,100.0,0.98
1633832,Akin Bay Co LLC,,,No Match,,
1635401,"Robert Kuo Consulting, LLC",53277.0,ROBERT KUO CONSULTING LLC,LLM Refined Fuzzy,100.0,1.0
1635630,"M. Johnson Consultants, LLC",54118.0,M JOHNSON CONSULTANTS LLC,LLM Refined Fuzzy,100.0,0.98
1636285,"McGuire Sponsel, LLC",,,No Match,,
1637573,"PolyChronic PMC, LLC",,,No Match,,
1637623,MAS Financial Advisory Services LLC,63486.0,MAS FINANCIAL ADVISORY SERVICES LLC,LLM Refined Fuzzy,100.0,1.0
1638005,"INSTITUTIONAL BOND NETWORK, LLC",,,No Match,,
1638816,"MSA Professional Services, Inc",64130.0,RED HILL PROFESSIONAL SERVICES INC,LLM Refined Fuzzy,79.0,0.8
1639541,"Rockfleet Financial Services, Inc.",63320.0,ROCKFLEET FINANCIAL SERVICES INC,LLM Refined Fuzzy,100.0,1.0
1639752,"Grant Financial Advisors, LLC",54988.0,LAMONT FINANCIAL ADVISORS,LLM Refined Fuzzy,83.0,0.85
1640098,"Harmon Financial Advisors, Inc.",70610.0,PFM FINANCIAL ADVISORS INC,LLM Refined Fuzzy,80.0,0.85
1640207,"Derivative Logic, Inc.",,,No Match,,
1640367,ARK Global LLC,,,No Match,,
1640743,Rodell Angela Marie,,,No Match,,
1641378,"Red Hill Professional Services, Inc.",64130.0,RED HILL PROFESSIONAL SERVICES INC,LLM Refined Fuzzy,100.0,1.0
1642455,"PlanScape, Inc.",,,No Match,,
1642488,Standard International Group Inc.,69201.0,STANDARD INTERNATIONAL GROUP,LLM Refined Fuzzy,93.0,0.98
1643069,SAMUEL A MACRINA,,,No Match,,
1643203,"Institutional Solutions Group, LLC",,,No Match,,
1643294,Institutional Capital Management Inc.,,,No Match,,
1643555,Nielsen Stephen M,,,No Match,,
1644081,FRANCIS FINANCIAL GROUP LLC,53585.0,NW FINANCIAL GROUP LLC,LLM Refined Fuzzy,78.0,0.8
1645510,FBT Project Finance Advisors LLC,73051.0,FBT PROJECT FINANCE ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1646786,Special Districts Association of Oregon Advisory Services LLC,77141.0,SPECIAL DISTRICTS ASSOCIATION OF OREGON ADVISORY SERVICES LL,LLM Refined Fuzzy,99.0,1.0
1646817,"Stinson Securities, LLC",62490.0,TERMINUS SECURITIES LLC,LLM Refined Fuzzy,84.0,0.85
1647387,"Hedge Point Financial, LLC",65698.0,SP YOUNT FINANCIAL LLC,LLM Refined Fuzzy,77.0,0.85
1647979,Eastern Municipal Pensions & Benefits Inc,,,No Match,,
1647979,GAPublic SOLUTIONS Inc,,,No Match,,
1648072,Froggatte & Co,25923.0,FROGGATTE AND CO,LLM Refined Fuzzy,86.0,1.0
1648289,Optimal Capital Group llc,69673.0,OPTIMAL CAPITAL GROUP,LLM Refined Fuzzy,91.0,0.98
1648925,UNPLUGGED CAPITAL LLC,,,No Match,,
1649028,"KSR Capital Advisors, Inc.",50323.0,KSR CAPITAL ADVISORS INC,LLM Refined Fuzzy,100.0,0.98
1649082,"Economic Development Group, Ltd.",70630.0,ECONOMIC DEVELOPMENT GROUP LTD,LLM Refined Fuzzy,100.0,1.0
1650295,"Silverstone Advisors, Inc.",50035.0,KILLARNEY ADVISORS INC,LLM Refined Fuzzy,78.0,0.8
1651901,Arup Advisory Inc.,50566.0,AC ADVISORY INC,LLM Refined Fuzzy,75.0,0.9
1652457,"T. Kiser & Associates, Inc.",53515.0,KEYSER MARSTON ASSOCIATES INC,LLM Refined Fuzzy,82.0,0.8
1652457,"T. Kiser, Inc.",72405.0,T KISER INC,LLM Refined Fuzzy,100.0,0.9
1652693,"SUMMERS, CARROLL, WHISLER LLC",,,No Match,,
1653329,Derivatives Consulting LLC,64001.0,KRAIG CONSULTING LLC,Fuzzy Only (LLM low confidence),78.0,0.7
1653568,Burke Richard Stephen,,,No Match,,
1653642,Rydle Project Funding,,,No Match,,
1653980,"Coronado Investments, LLC",,,No Match,,
1654409,Fray Municipal Securities,50969.0,FRAY MUNICIPAL SECURITIES INC,LLM Refined Fuzzy,93.0,0.98
1654516,"GGA Financial Services, LLC",63259.0,FINANCIAL SERVICES INC,LLM Refined Fuzzy,83.0,0.8
1656167,Renasant Bank,,,No Match,,
1656478,CTBH Partners LLC,70443.0,CTBH PARTNERS LLC,LLM Refined Fuzzy,100.0,1.0
1657608,"Live Oak Public Finance, LLC",69602.0,LIVE OAK PUBLIC FINANCE LLC,LLM Refined Fuzzy,100.0,1.0
1657689,Multicultural Ventures LLC,,,No Match,,
1659483,"Shea Advisory Services, LLC",71499.0,CFW ADVISORY SERVICES LLC,LLM Refined Fuzzy,82.0,0.85
1659483,"OP Capital Advisors, LLC",50803.0,CAPITAL ADVISORS LLC,LLM Refined Fuzzy,93.0,0.9
1660258,"Gavion, LLC",,,No Match,,
1660852,Purvis & Jeffcoat Ltd Co,,,No Match,,
1661012,Northeast Municipal Advisors LLC,69276.0,NORTHEAST MUNICIPAL ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1661016,"Shifrt 4 Consulting, L.L.C.",,,No Match,,
1661442,Corporation for Interest Rate Management 2,,,No Match,,
1661475,Municipal Capital Advisors LLC,69678.0,MUNICIPAL CAPITAL ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1662824,"Versutus Capital, LLC",24105.0,MERCHANT CAPITAL LLC,LLM Refined Fuzzy,75.0,0.85
1663526,"BRG Fund Management Services, LLC",69854.0,BRG FUND MANAGEMENT SERVICES LLC,LLM Refined Fuzzy,100.0,1.0
1663526,"BRG Asset Management, LLC",72183.0,BRG ASSET MANAGEMENT LLC,LLM Refined Fuzzy,100.0,0.98
1663664,Olsen Fredrick Harley,,,No Match,,
1663713,DARBY JAMES JOSEPH,,,No Match,,
1664477,KPF CO LLC,,,No Match,,
1664477,"KNN PUBLIC FINANCE, LLC",69401.0,KNN PUBLIC FINANCE LLC,LLM Refined Fuzzy,100.0,0.98
1667235,"iCapital Advisors, LLC",50803.0,CAPITAL ADVISORS LLC,LLM Refined Fuzzy,98.0,0.98
1669517,PFM FINANCIAL ADVISORS LLC,69727.0,PFM FINANCIAL ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1670633,Buckshot Strategies LLC,66796.0,BUCKSHOT STRATEGIES LLC,LLM Refined Fuzzy,100.0,1.0
1670867,Public Pension Consultants LLC,51332.0,PUBLIC FINANCE CONSULTANTS INC,LLM Refined Fuzzy,77.0,0.85
1670867,"ADVANCED MUNICIPAL PLANNERS, LLC",,,No Match,,
1671897,"Law Office of Floyd Chapman, PLLC",,,No Match,,
1672554,"Laube Capital Advisors, LLC",50803.0,CAPITAL ADVISORS LLC,LLM Refined Fuzzy,87.0,0.9
1672962,"Emax Financial & Real Estate Advisory Services, LLC",63486.0,MAS FINANCIAL ADVISORY SERVICES LLC,LLM Refined Fuzzy,80.0,0.85
1673214,CAPITAL ADVISORY PARTNERS LLC,61442.0,PATHFINDER CAPITAL ADVISORS LLC,LLM Refined Fuzzy,87.0,0.85
1673328,Smither Properties LLC,,,No Match,,
1673545,Tschudy Will B.,63303.0,WILLIAM B TSCHUDY,LLM Refined Fuzzy,90.0,0.9
1673556,BST Associates,59599.0,BLK ASSOCIATES LLC,LLM Refined Fuzzy,75.0,0.8
1673577,Claret Consulting,66457.0,CLARY CONSULTING LLC,LLM Refined Fuzzy,81.0,0.85
1673803,Educational Services Co,50687.0,EDUCATIONAL SERVICES CO,LLM Refined Fuzzy,100.0,1.0
1673811,"R. Stephen Lynch & Company, Inc.",,,No Match,,
1673919,Think Forward Financial Group LLC,53585.0,NW FINANCIAL GROUP LLC,LLM Refined Fuzzy,76.0,0.8
1674429,"Clearwater Financial, LLC",75022.0,CLEARWATER FINANCIAL LLC,LLM Refined Fuzzy,100.0,1.0
1674429,Clearwater Financial,75022.0,CLEARWATER FINANCIAL LLC,LLM Refined Fuzzy,91.0,1.0
1674821,"Grigsby & Associates, INc.",50581.0,GRIGSBY AND ASSOCIATES INC,LLM Refined Fuzzy,92.0,0.98
1675396,"Harbor Derivatives, LLC",,,No Match,,
1676633,All American Municipal Advisors LLC,55965.0,AMERICAN MUNICIPAL ADVISORS LLC,LLM Refined Fuzzy,94.0,0.98
1678293,"CFW Advisory Services, LLC",71499.0,CFW ADVISORY SERVICES LLC,LLM Refined Fuzzy,100.0,1.0
1678328,Project Finance Advisory Ltd,77178.0,PROJECT FINANCE ADVISORY LTD,LLM Refined Fuzzy,100.0,1.0
1680196,"Public Investment Advisors, Inc.",52055.0,PUBLIC INVESTMENT ADVISORS INC,LLM Refined Fuzzy,100.0,1.0
1680852,"Omni West Group, Inc.",,,No Match,,
1681157,"Public Werks, Inc.",36995.0,PUBLIC RESOURCES INC,LLM Refined Fuzzy,78.0,0.8
1681757,Entrust Advisory LLC,,,No Match,,
1682016,"Financial Advisory Investment Management Group, LLC",55376.0,INVESTMENT MANAGEMENT ADVISORY GROUP INC,LLM Refined Fuzzy,80.0,0.85
1683042,"Reliable Municipal Advisors, LLC",71677.0,SAGE MUNICIPAL ADVISORS LLC,LLM Refined Fuzzy,86.0,0.85
1683412,p3point,,,No Match,,
1685796,Corcoran Consulting,,,No Match,,
1686753,WhiteStone Capital Partners,70928.0,TFA CAPITAL PARTNERS,LLM Refined Fuzzy,77.0,0.85
1687668,Hyman Hemispheric LLC,70048.0,HYMAN HEMISPHERIC LLC,LLM Refined Fuzzy,100.0,1.0
1688660,"PRWA Financial Services,Inc.",63259.0,FINANCIAL SERVICES INC,LLM Refined Fuzzy,90.0,0.85
1688889,"Heritage Institutional Services, LLC",70795.0,ARGENT INSTITUTIONAL SERVICES LLC,LLM Refined Fuzzy,88.0,0.85
1688889,"Argent Institutional Services, LLC",70795.0,ARGENT INSTITUTIONAL SERVICES LLC,LLM Refined Fuzzy,100.0,1.0
1689151,FTN Financial Municipal Advisors,70441.0,FTN FINANCIAL MUNICIPAL ADVISORS,LLM Refined Fuzzy,100.0,1.0
1689151,FHN Financial Municipal Advisors,71959.0,FHN FINANCIAL MUNICIPAL ADVISORS,LLM Refined Fuzzy,100.0,1.0
1690196,Torain Group,63391.0,TORAIN GROUP,LLM Refined Fuzzy,100.0,1.0
1690443,"Signet Securities, LLC2",63725.0,TD SECURITIES LLC,Fuzzy Only (LLM low confidence),82.0,0.7
1690569,Alton Health Advisors LLC,63551.0,CHATHAM CAPITAL ADVISORS LLC,Fuzzy Only (LLM low confidence),75.0,0.7
1692965,Southwest Stanford Group LLC,,,No Match,,
1693733,"R. G. Timbs, Inc.",70732.0,RG TIMBS INC,LLM Refined Fuzzy,88.0,0.85
1696463,"GovRates, Inc.",,,No Match,,
1696700,MW Financial Advisory Services LLC,63486.0,MAS FINANCIAL ADVISORY SERVICES LLC,LLM Refined Fuzzy,96.0,0.9
1696705,Stewart Carr LLC,70598.0,STEWART CARR LLC,LLM Refined Fuzzy,100.0,1.0
1696938,Clover Capital Corp,69521.0,COMER CAPITAL GROUP,Fuzzy Only (LLM low confidence),79.0,0.7
1698181,Leora Consulting LLC,56893.0,LEORA CONSULTING GROUP LLC,LLM Refined Fuzzy,87.0,0.98
1700511,Isosceles & Co,,,No Match,,
1701624,Nicolosi Galluzzo LLP,,,No Match,,
1701626,"Ranson Financial Group, LLC",70376.0,RANSON FINANCIAL GROUP LLC,LLM Refined Fuzzy,100.0,1.0
1701960,"Ascension Capital Enterprises, LLC",67301.0,ASCENSION CAPITAL ENTERPRISES LLC,LLM Refined Fuzzy,100.0,1.0
1704372,D B & Co,,,No Match,,
1706188,Black Holocaust Inc.,,,No Match,,
1706978,Alpine Valley Advisors LLC,70370.0,ALPINE VALLEY ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1707578,"Elzey Consulting Group, LLC",63144.0,DG CONSULTING GROUP LLC,LLM Refined Fuzzy,86.0,0.85
1708984,First Midwest Municipal Lease Corp,,,No Match,,
1709411,"JM Municipal Advisors, LLC",69081.0,GPM MUNICIPAL ADVISORS LLC,LLM Refined Fuzzy,94.0,0.9
1711185,"Bright Bay Advisors, LLC",,,No Match,,
1711361,"Municipal Advisors of Mississippi, Inc.",70525.0,MUNICIPAL ADVISORS OF MISSISSIPPI INC,LLM Refined Fuzzy,100.0,1.0
1711840,EFG Consulting LLC,77888.0,EFG CONSULTING LLC,LLM Refined Fuzzy,100.0,1.0
1711872,Daylight Capital Advisors,72816.0,DAYLIGHT CAPITAL ADVISORS LLC,LLM Refined Fuzzy,93.0,1.0
1711872,"Daylight Capital Advisors, LLC",72816.0,DAYLIGHT CAPITAL ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1714448,"Bridgeport Partners, LLC",63308.0,BRIDGEPORT PARTNERS LLC,LLM Refined Fuzzy,100.0,1.0
1714702,Lone Star Pace LLC,,,No Match,,
1714702,Lone Star PACE LLC,,,No Match,,
1716270,"Pilewski Financial, LLC",,,No Match,,
1716846,"K-12 Capital Advisors, LLC",71446.0,K 12 CAPITAL ADVISORS LLC,LLM Refined Fuzzy,100.0,0.98
1717659,"Delta Managed Solutions, Inc.",52800.0,DELTA MANAGED SOLUTIONS LLC,LLM Refined Fuzzy,93.0,0.98
1719309,"IFS Planning, INC",,,No Match,,
1719863,"BANCROFT CAPITAL, LLC",68948.0,BPF CAPITAL LLC,LLM Refined Fuzzy,80.0,0.85
1720513,Muni Funding Solutions LLC,,,No Match,,
1724245,"Oak Ridge Financial Services Group, Inc.",60991.0,RICHMARK FINANCIAL SERVICES GROUP,LLM Refined Fuzzy,82.0,0.8
1727147,Center for Strategies & Solutions,58472.0,STRATEGIC SOLUTIONS CENTER LLC,LLM Refined Fuzzy,85.0,0.8
1727867,Callowhill Capital Advisors LLC,70867.0,CALLOWHILL CAPITAL ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1728006,"CRF Advisors, Inc.",50063.0,CSG ADVISORS INC,LLM Refined Fuzzy,88.0,0.85
1729355,"Marathon Capital Strategies, LLC",71245.0,MARATHON CAPITAL STRATEGIES LLC,LLM Refined Fuzzy,100.0,1.0
1729818,"Webb Municipal Finance, LLC",59789.0,TEXAS MUNICIPAL FINANCE GROUP LLC,LLM Refined Fuzzy,78.0,0.8
1730816,Ross Infrastructure Development LLC,,,No Match,,
1730909,"IFS Advisory, LLC",50933.0,FIRST RIVER ADVISORY LLC,LLM Refined Fuzzy,75.0,0.8
1732526,"MFCI,LLC",71543.0,MFCI LLC,LLM Refined Fuzzy,100.0,0.98
1733578,"30 Three Sixty Public Finance, Inc.",,,No Match,,
1733756,Masterson Advisors LLC,70922.0,MASTERSON ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1733757,"Post Oak Municipal Advisors, LLC",70921.0,POST OAK MUNICIPAL ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1734338,"Bondry Management Consultants, LLC",71815.0,BONDRY MANAGEMENT CONSULTANTS LLC,LLM Refined Fuzzy,100.0,1.0
1736398,"Warbird Municipal Advisors, LLC",71269.0,WARBIRD MUNICIPAL ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1736952,"Granite Municipal Advisors, LLC",77909.0,GRANITE MUNICIPAL ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1736952,Granite Municipal Advisors LLC,77909.0,GRANITE MUNICIPAL ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1742441,Meristem Advisors LLC,71560.0,MERISTEM ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1744702,Choice Advisors LLC,71150.0,CHOICE ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1744750,"Motivate Capital Markets, LLC",65730.0,MBS CAPITAL MARKETS LLC,LLM Refined Fuzzy,82.0,0.85
1749994,Lechowicz & Tseng Municipal Consultants,57677.0,JOHN S DEY MUNICIPAL CONSULTANTS,Fuzzy Only (LLM low confidence),75.0,0.7
1750223,JD Capital Markets LLC,71289.0,JD CAPITAL MARKETS LLC,LLM Refined Fuzzy,100.0,1.0
1753225,"Goodwin Consulting Group, Inc.",63144.0,DG CONSULTING GROUP LLC,LLM Refined Fuzzy,78.0,0.8
1754416,"Keyser Marston Associates, Inc.",53515.0,KEYSER MARSTON ASSOCIATES INC,LLM Refined Fuzzy,100.0,0.98
1755168,"Bond-Aide Solutions, LLC",,,No Match,,
1755227,"Ankura Consulting Group, LLC",72927.0,ANKURA CONSULTING GROUP LLC,LLM Refined Fuzzy,100.0,1.0
1755666,"Oakdale Municipal Advisors, LLC",71441.0,OAKDALE MUNICIPAL ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1755779,"Kensington CA, LLC",,,No Match,,
1757818,SDH Consulting LLC,72444.0,SDH CONSULTING LLC,LLM Refined Fuzzy,100.0,1.0
1758235,"LIVAICH COMMUNITY ENGAGEMENT, LLC",,,No Match,,
1761697,"Launch Development Finance Advisors, LLC",77891.0,LAUNCH DEVELOPMENT FINANCIAL ADVISORS LLC,LLM Refined Fuzzy,95.0,1.0
1762431,"High Performance Analytics, LLC",,,No Match,,
1763399,"Knight Capital, LLC",60622.0,COMMUNITY CAPITAL LLC,LLM Refined Fuzzy,77.0,0.85
1768060,"RM&P, LLC",,,No Match,,
1768428,Alvarado Mark David,,,No Match,,
1769359,"Kosmont Transactions Services, Inc.",72049.0,KOSMONT TRANSACTIONS SERVICES INC,LLM Refined Fuzzy,100.0,1.0
1771435,RDP Municipal Advisors LLC,71826.0,RDP MUNICIPAL ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1773083,"PMA Securities, LLC",71533.0,PMA SECURITIES LLC,LLM Refined Fuzzy,100.0,1.0
1775321,Bremer Bank National Association,,,No Match,,
1776149,"Sage Municipal Advisors, LLC",71677.0,SAGE MUNICIPAL ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1776319,"Bayshore Consulting Group, Inc.",72401.0,BAYSHORE CONSULTING GROUP INC,LLM Refined Fuzzy,100.0,1.0
1776331,"Christen Group, Inc.",,,No Match,,
1777267,"Concourse Group, LLC",,,No Match,,
1782739,Willdan Financial Services,72148.0,WILLDAN FINANCIAL SERVICES,LLM Refined Fuzzy,100.0,1.0
1783919,"FTG Advisors, LLC",72120.0,FTG ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1787052,Government Finance Group LLC,77561.0,GOVERNMENT FINANCE GROUP LLC,LLM Refined Fuzzy,100.0,1.0
1787833,Harris & Associates,52357.0,WARREN ASSOCIATES,Fuzzy Only (LLM low confidence),82.0,0.7
1787833,"Harris & Associates, Inc.",51903.0,CAMBRIDGE ASSOCIATES INC,LLM Refined Fuzzy,80.0,0.8
1789105,"Tierra Financial Advisors, LLC",72277.0,TIERRA FINANCIAL ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1790157,"Local Government Solutions, LLC",,,No Match,,
1791471,NatAlliance Securities LLC,23781.0,COASTAL SECURITIES INC,Fuzzy Only (LLM low confidence),79.0,0.7
1792699,Betnun Nathan S,,,No Match,,
1794154,Davis Knights Associates,,,No Match,,
1794154,Knights Capital Group LLC,,,No Match,,
1801462,"Key Charter Advisors, LLC",72259.0,KEY CHARTER ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1802194,"Nutshell Associates, LLC",77720.0,NUTSHELL ASSOCIATES LLC,LLM Refined Fuzzy,100.0,1.0
1803185,"Campanile Group, Inc.",72221.0,CAMPANILE GROUP INC,LLM Refined Fuzzy,100.0,0.9
1805205,MOMENTUS SECURITIES LLC,67407.0,PIEDMONT SECURITIES LLC,LLM Refined Fuzzy,83.0,0.8
1805362,Concentric Municipal Advisors LLC,69838.0,MUNICIPAL ADVISORS LLC,LLM Refined Fuzzy,80.0,0.9
1806623,"VIUM Capital MA, LLC",65730.0,MBS CAPITAL MARKETS LLC,Fuzzy Only (LLM low confidence),76.0,0.7
1808276,"Pearl Creek Advisors, LLC",73000.0,PEARL CREEK ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1809467,"RSA Advisors, LLC",72220.0,RSA ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1810248,PFM CALIFORNIA ADVISORS LLC,77291.0,PFM CALIFORNIA ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1816641,"Matrix Capital Markets Group, Inc.",72434.0,MATRIX CAPITAL MARKETS GROUP INC,LLM Refined Fuzzy,100.0,0.98
1817476,"Municipal Finance Strategies, LLC",27641.0,MUNICIPAL FINANCE SERVICES INC,LLM Refined Fuzzy,81.0,0.85
1821385,Southern Cross Financial Group LLC,39500.0,WESTERN FINANCIAL GROUP LLC,LLM Refined Fuzzy,82.0,0.8
1822665,CE Jones Consulting LLC,56249.0,JOHNSON CONSULTING GROUP LLC,LLM Refined Fuzzy,75.0,0.8
1825917,Massena Associates LLC,58313.0,SCD ASSOCIATES LLC,LLM Refined Fuzzy,80.0,0.8
1826283,Municipal Advisory Services & Technology LLC,72588.0,UNIBANK MUNICIPAL ADVISORY SERVICES INC,LLM Refined Fuzzy,77.0,0.8
1834952,RoundTable Funding LLC,72129.0,ROUND TABLE FUNDING LLC,LLM Refined Fuzzy,98.0,1.0
1836317,Mallory Square Capital LLC,,,No Match,,
1838493,IRON LION LLC,,,No Match,,
1840458,Cedar Ventures LLC/DE,,,No Match,,
1841534,"Frazer Lanier Company, Inc",50709.0,FRAZER LANIER CO INC,LLM Refined Fuzzy,89.0,0.98
1843989,Huron Public Finance Advisory LLC,73470.0,HURON PUBLIC FINANCE ADVISORY,LLM Refined Fuzzy,94.0,1.0
1846433,"Ridgeline Municipal Strategies, LLC",73304.0,RIDGELINE MUNICIPAL STRATEGIES LLC,LLM Refined Fuzzy,100.0,1.0
1849418,Pai Wei-Li,,,No Match,,
1852225,"TCBI SECURITIES, INC.",23811.0,SWS SECURITIES INC,LLM Refined Fuzzy,81.0,0.8
1855541,ADS Consulting/IN,51043.0,DG AND D CONSULTING INC,Fuzzy Only (LLM low confidence),80.0,0.6
1861046,"Hayat Brown, LLC",,,No Match,,
1865842,"Latitude Financial Management, LLC",,,No Match,,
1869569,"Sutter Capital Partners, LLC",59285.0,ZAC CAPITAL PARTNERS LLC,LLM Refined Fuzzy,82.0,0.85
1878457,"Bosque Advisors, LLC",75258.0,BOSQUE ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1879631,P3 Municipal Advisors LLC,69838.0,MUNICIPAL ADVISORS LLC,LLM Refined Fuzzy,94.0,0.98
1880060,Capital Alaska LLC,56002.0,ALTA CAPITAL GROUP LLC,LLM Refined Fuzzy,75.0,0.8
1881014,"First Tryon Advisors, LLC",68709.0,FIRST TRYON ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1911487,Cornerstone Health Advisors LLC,,,No Match,,
1917241,"West Point Financing, Inc",,,No Match,,
1943515,ACS Management & Consulting LLC,56828.0,HNTB MANAGEMENT CONSULTING,Fuzzy Only (LLM low confidence),80.0,0.7
1947242,"Evercrest Advisors, LLC",76928.0,EVERCREST ADVISORS,LLM Refined Fuzzy,90.0,0.98
1949799,"TRB CAPITAL MARKETS, LLC",63949.0,RBC CAPITAL MARKETS LLC,LLM Refined Fuzzy,96.0,0.85
1949923,KLEINPETER FINANCIAL GROUP LLC,66240.0,WESTERN FINANCIAL GROUP,Fuzzy Only (LLM low confidence),75.0,0.6
1952341,Harrington Rodney Jay,,,No Match,,
1955687,Greenland Risk Management LLC,,,No Match,,
1956887,"Dane Consulting Partners, LLC",57378.0,PRICE CONSULTING LLC,Fuzzy Only (LLM low confidence),75.0,0.6
1963788,"Echo Valley Advisors, LLC",77117.0,ECHO VALLEY ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1964632,G Capital Investment Group Inc.,,,No Match,,
1973850,"Pacific Public Finance Advisors, LLC",65080.0,PUBLIC FINANCE ADVISORS LLC,LLM Refined Fuzzy,87.0,0.9
1977510,"KLC Financial Advisors, LLC",69727.0,PFM FINANCIAL ADVISORS LLC,LLM Refined Fuzzy,85.0,0.85
1981091,"Nickel Hayden Advisors, LLC",77491.0,NICKEL HAYDEN ADVISORS,LLM Refined Fuzzy,92.0,0.98
1984370,Agentis Capital Advisors Ltd.,73475.0,AGENTIS CAPITAL ADVISORS,LLM Refined Fuzzy,92.0,0.98
1986367,Starling Impact Advisors LLC,,,No Match,,
1998552,"Water Finance Exchange Municipal Advisors, Inc.",78008.0,WATER FINANCE EXCHANGE MUNICIPAL ADVISOR,LLM Refined Fuzzy,94.0,0.85
2004588,MUNICIPAL ADVISORY SOLUTIONS LLC,70479.0,MUNICIPAL ADVISOR SOLUTIONS LLC,LLM Refined Fuzzy,98.0,0.98
2006358,Smiley Arthur Chester III,,,No Match,,
2013292,A&C Galvan Group LLC,,,No Match,,
2014289,Kovack Municipal Group LLC,,,No Match,,
2014682,BGC Partners Advisory LLC,50139.0,MUNICIPAL ADVISORY PARTNERS INC,Fuzzy Only (LLM low confidence),75.0,0.6
2015149,Partner Capital Advisors LLC,50803.0,CAPITAL ADVISORS LLC,LLM Refined Fuzzy,83.0,0.9
2018374,GLC Municipal Advisors LLC,69838.0,MUNICIPAL ADVISORS LLC,LLM Refined Fuzzy,92.0,0.98
2020463,"Keystone MA Group, LLC",68402.0,LEGACYONE GROUP LLC,Fuzzy Only (LLM low confidence),75.0,0.6
2022027,"Water Street Public Finance, LLC",,,No Match,,
2025701,Frontier One LLC,,,No Match,,
2026816,"Ampersand, Inc.",,,No Match,,
2032620,TenSquare LLC,,,No Match,,
2039856,"Ampersand Public Advisors, LLC",66622.0,INDEPENDENT PUBLIC ADVISORS LLC,LLM Refined Fuzzy,80.0,0.85
2041221,"First Security Municipal Advisors, Inc.",50861.0,SOUTHERN MUNICIPAL ADVISORS INC,LLM Refined Fuzzy,76.0,0.85
